iter	Passed	Remaining
942	10191	616
943	10199	605
944	10210	594
945	10220	583
946	10229	572
947	10239	561
948	10249	550
949	10260	540
950	10269	529
951	10278	518
952	10289	507
953	10298	496
954	10308	485
955	10317	474
956	10327	464
957	10338	453
958	10346	442
959	10357	431
960	10366	420
961	10376	409
962	10387	399
963	10396	388
964	10408	377
965	10420	366
966	10429	355
967	10440	345
968	10448	334
969	10458	323
970	10470	312
971	10479	301
972	10489	291
973	10499	280
974	10508	269
975	10518	258
976	10527	247
977	10537	237
978	10545	226
979	10556	215
980	10566	204
981	10576	193
982	10585	183
983	10595	172
984	10604	161
985	10615	150
986	10623	139
987	10633	129
988	10642	118
989	10651	107
990	10661	96
991	10669	86
992	10680	75
993	10690	64
994	10699	53
995	10709	43
996	10718	32
997	10729	21
998	10737	10
999	10747	0
